ID,Age,AgeCategory,Education,MaritalStatus,Income,IncomeCategory,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,TotalSpending,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp6,AcceptedCampaign,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,TotalTransactions
6583,70,Elderly/Lansia (60+),Master,Married,72635.0,>70K,0,0,54,390,22,323,104,35,107,981,1,0,0,0,0,0,Yes,1,6,8,6,21
3641,49,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,13624.0,<50K,1,0,93,10,2,15,2,1,6,36,0,0,0,0,0,0,No,2,2,0,3,7
10156,50,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,84196.0,>70K,0,1,56,215,63,507,231,31,190,1237,0,0,0,0,0,0,No,1,8,4,7,20
4299,65,Elderly/Lansia (60+),Bachelor/Diploma,Together,70971.0,>70K,0,1,28,1001,17,572,93,125,17,1825,0,0,0,0,0,1,Yes,7,11,11,5,34
3469,48,Middle-age/Paruh baya (45-59),PhD,Divorced,34487.0,<50K,1,1,94,19,18,33,24,1,8,103,0,0,0,0,0,0,No,3,3,0,3,9
5063,48,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,28769.0,<50K,1,0,76,41,5,129,10,3,3,191,0,0,0,0,0,0,No,3,4,1,4,12
10727,55,Middle-age/Paruh baya (45-59),PhD,Married,69084.0,50K-70K,1,0,43,1181,107,199,39,30,30,1586,0,0,0,0,0,0,No,2,7,3,13,25
9624,67,Elderly/Lansia (60+),PhD,Together,65488.0,50K-70K,0,0,46,603,45,207,36,18,54,963,0,0,0,0,0,0,No,1,3,4,6,14
5156,55,Middle-age/Paruh baya (45-59),Master,Married,62466.0,50K-70K,0,1,13,129,129,259,168,121,83,889,0,0,0,0,0,0,No,5,6,3,12,26
4376,65,Elderly/Lansia (60+),Master,Single,32218.0,<50K,0,0,27,10,24,15,13,1,30,93,0,0,1,0,0,1,Yes,1,2,1,3,7
8923,52,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single,83917.0,>70K,0,0,12,514,22,732,42,198,79,1587,0,0,0,0,0,1,Yes,1,6,7,7,21
8461,63,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,46102.0,<50K,2,1,3,14,0,1,0,0,1,16,0,0,0,0,0,0,No,1,1,0,2,4
6945,73,Elderly/Lansia (60+),Bachelor/Diploma,Single,84574.0,>70K,0,0,72,387,20,713,38,54,163,1375,0,0,0,0,0,0,No,1,9,11,11,32
944,63,Elderly/Lansia (60+),Bachelor/Diploma,Married,56181.0,50K-70K,0,1,6,121,103,69,8,44,48,393,0,0,0,0,0,0,No,1,4,2,7,14
1907,75,Elderly/Lansia (60+),Master,Divorced,63120.0,50K-70K,0,1,53,965,69,279,54,41,69,1477,0,0,0,0,0,1,Yes,5,8,4,9,26
701,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,73691.0,>70K,0,1,58,707,21,250,85,43,73,1179,0,0,1,0,0,0,Yes,2,6,2,8,18
3856,65,Elderly/Lansia (60+),Bachelor/Diploma,Together,63381.0,50K-70K,0,1,78,571,50,142,33,50,159,1005,0,0,0,0,0,0,No,4,4,5,13,26
4149,77,Elderly/Lansia (60+),PhD,Together,76140.0,>70K,0,0,57,586,66,653,17,0,26,1348,0,0,0,0,0,0,No,1,5,9,6,21
2131,66,Elderly/Lansia (60+),PhD,Divorced,62859.0,50K-70K,0,1,37,1063,89,102,16,12,25,1307,0,0,0,0,0,0,No,4,9,4,6,23
2942,61,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,45906.0,<50K,0,1,20,305,3,27,4,3,144,486,0,0,1,0,0,0,Yes,2,5,4,4,15
1173,78,Elderly/Lansia (60+),Master,Together,77632.0,>70K,0,0,73,1200,105,758,0,42,147,2252,0,0,0,1,1,1,Yes,1,4,2,6,13
4381,54,Middle-age/Paruh baya (45-59),PhD,Married,46463.0,<50K,1,1,56,163,2,40,8,11,11,235,0,0,0,0,0,0,No,7,3,1,6,17
4611,55,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,105471.0,>70K,0,0,36,1009,181,104,202,21,207,1724,1,0,0,0,1,1,Yes,0,9,8,13,30
3376,55,Middle-age/Paruh baya (45-59),Master,Divorced,55282.0,50K-70K,1,0,9,125,6,73,8,4,19,235,0,0,0,0,0,0,No,1,3,1,6,11
4679,48,Middle-age/Paruh baya (45-59),Master,Married,78710.0,>70K,0,1,42,721,0,152,119,50,50,1092,0,0,0,0,0,0,No,3,7,6,12,28
10928,67,Elderly/Lansia (60+),Bachelor/Diploma,Together,66886.0,50K-70K,0,1,28,315,4,62,41,31,146,599,0,0,0,0,0,0,No,2,7,1,7,17
4248,65,Elderly/Lansia (60+),Master,Single,98777.0,>70K,0,0,23,1000,19,711,125,115,38,2008,0,0,0,1,0,0,Yes,0,4,6,9,19
6728,40,Adult/Dewasa (29-44),Bachelor/Diploma,Together,29103.0,<50K,1,0,38,16,0,17,6,3,6,48,0,0,0,0,0,0,No,2,1,0,3,6
6661,51,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,67445.0,50K-70K,0,1,63,757,80,217,29,80,11,1174,0,0,0,0,0,0,No,5,9,6,12,32
4725,75,Elderly/Lansia (60+),PhD,Together,50616.0,50K-70K,0,1,71,30,2,25,0,1,9,67,0,0,0,0,0,0,No,1,1,1,4,7
3277,70,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,49431.0,<50K,0,1,9,219,3,100,26,0,17,365,0,0,0,0,0,0,No,2,7,1,5,15
5555,50,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,153924.0,>70K,0,0,81,1,1,1,1,1,1,6,0,0,0,0,0,0,No,0,0,0,0,0
2564,72,Elderly/Lansia (60+),Bachelor/Diploma,Together,61278.0,50K-70K,0,1,87,111,3,28,2,6,15,165,0,0,0,0,0,0,No,2,3,1,4,10
946,67,Elderly/Lansia (60+),Master,Together,26490.0,<50K,0,0,92,45,47,52,21,20,25,210,0,0,0,0,0,0,No,2,3,1,5,11
3867,78,Elderly/Lansia (60+),PhD,Together,73059.0,>70K,0,1,36,410,112,420,0,82,71,1095,0,0,0,0,0,0,No,1,9,3,13,26
6940,59,Middle-age/Paruh baya (45-59),PhD,Single with Child,46734.0,<50K,1,2,86,100,1,39,6,1,76,223,0,0,1,0,0,0,Yes,4,3,2,3,12
55,62,Elderly/Lansia (60+),Bachelor/Diploma,Together,56253.0,50K-70K,0,1,83,509,0,65,7,11,5,597,0,0,0,0,0,0,No,4,7,2,9,22
7093,40,Adult/Dewasa (29-44),Bachelor/Diploma,Married,19986.0,<50K,1,0,74,3,6,5,0,2,6,22,0,0,0,0,0,0,No,1,0,0,3,4
5084,50,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Widow,58330.0,50K-70K,0,1,87,445,53,213,104,98,151,1064,0,0,0,0,0,0,No,1,6,4,13,24
1777,45,Middle-age/Paruh baya (45-59),HighSchool,Married,25965.0,<50K,0,0,29,2,2,11,41,7,11,74,0,0,0,0,0,0,No,1,2,0,3,6
8162,69,Elderly/Lansia (60+),Master,Together,14661.0,<50K,0,0,88,4,1,11,6,2,2,26,0,0,0,0,0,0,No,1,1,0,3,5
10826,66,Elderly/Lansia (60+),Bachelor/Diploma,Married,18690.0,<50K,0,0,77,6,1,7,23,4,19,60,0,0,0,0,0,0,No,1,1,1,2,5
8754,51,Middle-age/Paruh baya (45-59),PhD,Together,45068.0,<50K,0,1,25,14,0,3,0,0,3,20,0,0,0,0,0,0,No,1,1,0,2,4
1987,38,Adult/Dewasa (29-44),HighSchool,Single with Child,21063.0,<50K,1,0,34,1,10,11,19,3,15,59,0,0,0,0,0,0,No,2,2,0,3,7
11007,57,Middle-age/Paruh baya (45-59),PhD,Married,29187.0,<50K,1,0,43,26,0,6,0,0,2,34,0,0,0,0,0,0,No,1,1,0,3,5
7426,54,Middle-age/Paruh baya (45-59),Master,Married,54690.0,50K-70K,1,1,76,111,16,37,7,9,18,198,0,0,0,0,0,0,No,3,3,1,5,12
9153,61,Elderly/Lansia (60+),PhD,Married,59304.0,50K-70K,0,1,81,418,61,428,80,51,10,1048,0,0,0,0,0,0,No,3,7,8,10,28
10379,63,Elderly/Lansia (60+),Master,Single with Child,59247.0,50K-70K,0,2,87,327,9,122,19,14,83,574,0,0,0,0,0,0,No,5,5,2,9,21
9204,55,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Widow,66731.0,50K-70K,0,1,33,371,159,194,58,106,141,1029,0,0,0,0,0,0,No,4,4,3,6,17
3197,45,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,77353.0,>70K,0,1,38,275,59,107,69,101,59,670,0,0,0,0,0,0,No,2,6,4,8,20
2920,50,Middle-age/Paruh baya (45-59),PhD,Single with Child,52614.0,50K-70K,0,1,63,789,0,142,12,9,38,990,0,0,0,0,0,0,No,2,2,4,8,16
6961,51,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,26751.0,<50K,2,0,26,1,1,5,0,3,1,11,0,0,0,0,0,0,No,1,1,0,2,4
4673,62,Elderly/Lansia (60+),PhD,Married,81300.0,>70K,0,1,17,1004,12,145,32,12,36,1241,1,0,0,0,0,1,Yes,3,10,3,5,21
9937,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single,70337.0,>70K,0,0,75,187,81,149,25,43,91,576,0,0,0,0,0,0,No,1,2,2,12,17
8779,40,Adult/Dewasa (29-44),Master,Married,36145.0,<50K,1,0,13,56,4,76,17,1,18,172,0,0,1,0,0,1,Yes,4,4,1,3,12
9596,45,Middle-age/Paruh baya (45-59),PhD,Single,65295.0,50K-70K,0,0,19,365,32,117,34,110,6,664,0,0,0,0,0,0,No,1,3,3,13,20
2891,62,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,68118.0,50K-70K,0,1,51,595,23,123,10,23,154,928,0,0,0,0,0,0,No,2,8,9,4,23
4910,58,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,68743.0,50K-70K,0,0,81,1132,134,384,175,134,115,2074,0,0,0,0,0,0,No,1,11,5,13,30
75,43,Adult/Dewasa (29-44),Master,Together,41039.0,<50K,0,0,32,34,11,137,179,61,45,467,0,0,0,0,0,0,No,1,8,1,5,15
10120,70,Elderly/Lansia (60+),Bachelor/Diploma,Together,38946.0,<50K,0,1,84,116,6,82,6,6,41,257,0,0,0,0,0,0,No,2,3,1,6,12
6327,58,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,65777.0,50K-70K,0,0,87,565,32,435,28,32,54,1146,0,0,0,0,0,0,No,1,2,8,6,17
10142,49,Middle-age/Paruh baya (45-59),PhD,Divorced,66476.0,50K-70K,0,1,99,372,18,126,47,48,78,689,0,0,0,0,0,0,No,2,5,2,11,20
9826,53,Middle-age/Paruh baya (45-59),PhD,Single,86857.0,>70K,0,0,96,899,102,838,133,102,40,2114,0,0,0,0,0,1,Yes,1,5,6,10,22
1501,43,Adult/Dewasa (29-44),PhD,Married,160803.0,>70K,0,0,21,55,16,1622,17,3,4,1717,0,0,0,0,0,0,No,15,0,28,1,44
10767,36,Adult/Dewasa (29-44),PhD,Together,77845.0,>70K,0,0,40,760,40,480,0,40,26,1346,1,0,0,0,1,0,Yes,1,3,5,12,21
7279,56,Middle-age/Paruh baya (45-59),PhD,Together,69476.0,50K-70K,0,0,3,260,86,559,63,9,67,1044,0,0,0,0,0,0,No,1,4,6,4,15
7230,65,Elderly/Lansia (60+),PhD,Divorced,50611.0,50K-70K,0,1,98,459,0,24,6,0,4,493,0,0,0,1,0,1,Yes,6,4,5,7,22
143,55,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single,61209.0,50K-70K,0,0,73,466,0,224,119,49,99,957,0,0,0,0,0,0,No,1,5,3,4,13
450,67,Elderly/Lansia (60+),Master,Together,42315.0,<50K,0,1,90,67,15,80,17,11,80,270,0,0,0,0,0,0,No,3,1,4,4,12
9316,73,Elderly/Lansia (60+),HighSchool,Together,13084.0,<50K,0,0,29,2,0,7,3,7,10,29,0,0,0,0,0,0,No,1,1,0,3,5
6379,76,Elderly/Lansia (60+),Master,Widow,47570.0,<50K,1,1,3,67,1,20,0,2,31,121,0,0,0,0,0,1,Yes,3,2,2,2,9
9239,64,Elderly/Lansia (60+),Master,Married,61923.0,50K-70K,0,2,94,92,4,18,3,3,6,126,0,0,0,0,0,0,No,1,2,1,4,8
8315,30,Adult/Dewasa (29-44),Bachelor/Diploma,Single,34824.0,<50K,0,0,65,4,2,11,2,0,4,23,0,0,0,0,0,0,No,1,1,0,2,4
2868,76,Elderly/Lansia (60+),PhD,Single with Child,26518.0,<50K,1,1,33,20,1,28,3,3,2,57,0,0,0,0,0,1,Yes,3,2,0,3,8
10888,64,Elderly/Lansia (60+),Bachelor/Diploma,Single,45938.0,<50K,0,0,46,273,11,178,62,83,29,636,0,0,0,0,0,0,No,2,8,4,6,20
1277,65,Elderly/Lansia (60+),Bachelor/Diploma,Together,78468.0,>70K,0,0,29,434,22,388,104,22,34,1004,1,0,0,0,0,0,Yes,1,10,7,10,28
9977,52,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,78901.0,>70K,0,1,99,321,11,309,33,26,34,734,0,0,0,0,0,0,No,3,9,3,5,20
10196,47,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,71427.0,>70K,2,0,26,212,123,177,15,64,23,614,0,0,0,0,0,0,No,2,8,2,8,20
6384,47,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,71022.0,>70K,0,1,30,909,12,278,0,12,242,1453,0,0,1,0,0,0,Yes,3,5,2,11,21
8029,37,Adult/Dewasa (29-44),Master,Single,90247.0,>70K,0,0,27,1184,32,352,21,16,16,1621,1,0,0,1,1,1,Yes,1,3,4,7,15
968,57,Middle-age/Paruh baya (45-59),Master,Divorced,41335.0,<50K,1,0,24,112,19,21,16,14,5,187,0,0,0,0,0,0,No,3,4,1,4,12
6988,39,Adult/Dewasa (29-44),Bachelor/Diploma,Married,71952.0,>70K,1,0,93,656,80,455,52,107,93,1443,0,0,1,0,1,0,Yes,2,8,4,8,22
4472,55,Middle-age/Paruh baya (45-59),PhD,Divorced,35682.0,<50K,1,0,34,23,0,8,6,2,18,57,0,0,0,0,0,0,No,1,1,1,3,6
6991,74,Elderly/Lansia (60+),Bachelor/Diploma,Divorced,43185.0,<50K,0,1,88,537,6,42,16,6,30,637,0,0,0,0,0,0,No,2,9,3,6,20
3336,77,Elderly/Lansia (60+),PhD,Together,66375.0,50K-70K,0,1,96,712,0,45,0,0,191,948,0,0,1,0,0,0,Yes,3,2,4,5,14
4301,54,Middle-age/Paruh baya (45-59),Master,Married,35178.0,<50K,1,0,10,23,1,13,2,2,18,59,0,0,1,0,0,1,Yes,1,1,1,2,5
1940,39,Adult/Dewasa (29-44),Bachelor/Diploma,Married,25252.0,<50K,1,0,26,1,3,4,2,2,6,18,0,0,0,0,0,0,No,1,1,0,2,4
1272,60,Elderly/Lansia (60+),Master,Single with Child,55250.0,50K-70K,0,1,49,664,58,83,32,0,66,903,0,0,0,0,0,0,No,4,7,5,10,26
1388,50,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,33249.0,<50K,1,0,11,6,10,21,19,14,42,112,0,0,0,0,0,0,No,2,2,1,3,8
1044,72,Elderly/Lansia (60+),Bachelor/Diploma,Together,58398.0,50K-70K,0,0,44,299,5,201,21,21,49,596,0,0,0,0,0,0,No,3,5,4,8,20
6969,43,Adult/Dewasa (29-44),Bachelor/Diploma,Together,50272.0,50K-70K,1,0,75,99,13,66,43,8,4,233,0,0,0,0,0,0,No,3,4,1,5,13
10479,50,Middle-age/Paruh baya (45-59),PhD,Married,76618.0,>70K,0,0,64,749,40,294,121,160,147,1511,0,0,0,0,0,0,No,1,3,2,5,11
3619,65,Elderly/Lansia (60+),Master,Divorced,87305.0,>70K,0,0,19,345,25,501,63,138,80,1152,0,0,0,0,1,1,Yes,1,5,3,8,17
1715,47,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,25851.0,<50K,1,0,45,9,4,18,7,5,5,48,0,0,0,0,0,0,No,2,2,0,3,7
10159,55,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,58710.0,50K-70K,0,1,77,440,81,368,0,122,174,1185,0,0,0,0,0,0,No,6,11,5,9,31
1463,67,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,45160.0,<50K,1,1,9,8,2,5,3,0,3,21,0,0,0,0,0,0,No,1,1,0,2,4
5114,60,Elderly/Lansia (60+),Master,Married,74806.0,>70K,0,1,1,670,9,249,0,28,9,965,0,0,0,0,0,0,No,2,5,4,5,16
4990,71,Elderly/Lansia (60+),Bachelor/Diploma,Married,59111.0,50K-70K,0,0,90,524,0,134,28,28,155,869,0,0,0,0,0,0,No,1,11,1,8,21
4329,41,Adult/Dewasa (29-44),PhD,Married,18988.0,<50K,1,0,43,6,0,6,2,1,1,16,0,0,0,0,0,0,No,2,1,0,3,6
10936,60,Elderly/Lansia (60+),Bachelor/Diploma,Married,72190.0,>70K,0,0,79,597,166,597,172,166,249,1947,0,0,0,0,0,0,No,1,5,6,4,16
4692,49,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,7500.0,<50K,1,0,19,7,0,12,13,7,32,71,0,0,1,0,0,1,Yes,5,4,1,2,12
7212,59,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,44794.0,<50K,0,1,99,54,0,7,0,0,4,65,0,0,0,0,0,0,No,1,2,0,3,6
6086,70,Elderly/Lansia (60+),Bachelor/Diploma,Married,80395.0,>70K,0,0,62,445,25,706,80,76,48,1380,1,0,0,0,0,0,Yes,1,6,5,12,24
437,49,Middle-age/Paruh baya (45-59),Master,Divorced,75012.0,>70K,0,0,41,294,142,218,164,58,151,1027,0,0,0,0,0,0,No,1,3,8,11,23
11171,60,Elderly/Lansia (60+),Master,Married,56962.0,50K-70K,2,1,60,292,3,77,10,3,26,411,0,0,0,0,0,0,No,7,6,3,5,21
11101,34,Adult/Dewasa (29-44),Bachelor/Diploma,Together,89891.0,>70K,0,0,17,412,22,132,59,28,183,836,0,0,0,0,1,0,Yes,1,11,6,8,26
5329,76,Elderly/Lansia (60+),PhD,Divorced,35946.0,<50K,1,1,24,8,0,3,0,0,0,11,0,0,0,0,0,0,No,1,0,0,3,4
610,72,Elderly/Lansia (60+),PhD,Together,53593.0,50K-70K,1,1,60,349,4,78,6,0,43,480,0,0,0,0,0,0,No,8,7,2,6,23
9384,47,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,66373.0,50K-70K,1,1,57,328,9,124,12,24,109,606,0,0,0,0,0,0,No,7,4,2,10,23
5956,77,Elderly/Lansia (60+),PhD,Divorced,45072.0,<50K,1,2,74,144,2,99,7,2,30,284,0,0,0,0,0,0,No,5,6,1,4,16
10430,52,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Divorced,89694.0,>70K,1,1,22,1126,28,211,37,28,42,1472,1,0,0,1,1,0,Yes,3,4,3,4,14
7875,76,Elderly/Lansia (60+),Bachelor/Diploma,Married,72025.0,>70K,0,0,46,967,0,617,43,50,0,1677,1,0,0,1,1,1,Yes,1,4,8,13,26
7072,52,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,67432.0,50K-70K,0,1,69,432,79,341,177,136,170,1335,0,0,0,0,0,0,No,2,8,5,4,19
6255,73,Elderly/Lansia (60+),Master,Together,70545.0,>70K,0,1,29,138,39,63,55,18,21,334,0,0,0,0,0,0,No,1,4,1,7,13
6516,36,Adult/Dewasa (29-44),HighSchool,Married,17487.0,<50K,1,0,37,0,0,1,7,4,6,18,0,0,0,0,0,0,No,1,1,0,2,4
5564,56,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,62882.0,50K-70K,0,1,26,509,133,497,78,24,97,1338,0,0,0,0,0,0,No,2,7,5,6,20
5682,72,Elderly/Lansia (60+),PhD,Single with Child,64108.0,50K-70K,0,1,8,948,10,86,13,21,21,1099,0,0,0,0,0,0,No,4,6,9,11,30
7458,69,Elderly/Lansia (60+),Master,Together,34941.0,<50K,1,1,26,39,2,25,4,3,24,97,0,0,0,0,0,0,No,2,3,0,3,8
5237,75,Elderly/Lansia (60+),PhD,Single with Child,48767.0,<50K,1,2,79,28,1,21,3,0,10,63,0,0,0,0,0,0,No,3,2,1,3,9
7761,47,Middle-age/Paruh baya (45-59),Master,Together,38702.0,<50K,1,0,71,13,11,24,13,8,40,109,0,0,0,0,0,0,No,2,3,0,4,9
5278,61,Elderly/Lansia (60+),Bachelor/Diploma,Married,82224.0,>70K,0,0,83,307,26,360,138,31,40,902,1,0,0,0,0,0,Yes,1,6,9,5,21
3560,73,Elderly/Lansia (60+),Bachelor/Diploma,Together,83844.0,>70K,0,0,57,901,31,345,75,31,191,1574,0,0,0,0,1,0,Yes,1,4,4,11,20
7235,50,Middle-age/Paruh baya (45-59),Master,Married,17003.0,<50K,1,0,37,2,5,12,4,8,7,38,0,0,0,0,0,0,No,3,2,0,4,9
10548,30,Adult/Dewasa (29-44),Bachelor/Diploma,Single,71163.0,>70K,0,0,30,283,17,372,138,106,44,960,0,0,0,0,0,0,No,1,3,8,12,24
2281,55,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,33697.0,<50K,1,0,34,4,3,7,0,3,11,28,0,0,1,0,0,0,Yes,1,1,0,2,4
4073,71,Elderly/Lansia (60+),Master,Married,63564.0,50K-70K,0,0,0,769,80,252,15,34,65,1215,0,0,1,0,0,1,Yes,1,10,10,7,28
6974,53,Middle-age/Paruh baya (45-59),PhD,Together,83443.0,>70K,0,0,89,518,42,742,55,56,84,1497,0,0,0,0,0,0,No,1,6,10,5,22
7938,67,Elderly/Lansia (60+),PhD,Together,51518.0,50K-70K,0,1,92,350,8,66,17,4,4,449,0,0,0,0,0,0,No,2,3,2,10,17
7094,50,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Widow,58330.0,50K-70K,0,1,87,445,53,213,104,98,151,1064,0,0,0,0,0,0,No,1,6,4,13,24
3667,56,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,80952.0,>70K,0,0,20,778,178,689,41,27,44,1757,1,0,0,1,1,1,Yes,1,8,5,11,25
7723,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,75507.0,>70K,0,0,56,709,93,374,104,80,80,1440,0,0,0,0,0,0,No,1,8,6,6,21
3870,47,Middle-age/Paruh baya (45-59),Master,Together,63855.0,50K-70K,0,0,28,359,35,314,93,116,89,1006,0,0,0,0,0,0,No,1,7,3,13,24
4012,53,Middle-age/Paruh baya (45-59),PhD,Together,62220.0,50K-70K,0,1,55,799,12,375,16,12,12,1226,0,0,0,0,0,1,Yes,5,7,6,5,23
5909,61,Elderly/Lansia (60+),Bachelor/Diploma,Married,58512.0,50K-70K,0,1,25,895,10,101,13,0,152,1171,0,0,0,0,0,0,No,5,3,4,8,20
10470,46,Middle-age/Paruh baya (45-59),Master,Married,40662.0,<50K,1,0,0,40,2,23,0,4,23,92,0,0,0,0,0,0,No,2,2,1,3,8
6488,66,Elderly/Lansia (60+),PhD,Married,38829.0,<50K,0,1,86,76,0,7,0,0,16,99,0,0,0,0,0,0,No,1,3,2,2,8
10270,44,Adult/Dewasa (29-44),Master,Married,35523.0,<50K,1,0,8,11,5,22,12,5,11,66,0,0,0,0,0,0,No,2,3,0,3,8
6887,58,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,79146.0,>70K,1,1,33,245,16,223,21,43,16,564,0,0,0,0,0,0,No,2,8,1,8,19
6406,37,Adult/Dewasa (29-44),Master,Married,78285.0,>70K,0,0,13,647,107,391,175,67,40,1427,0,0,0,0,0,0,No,1,6,4,10,21
7573,47,Middle-age/Paruh baya (45-59),PhD,Single with Child,31626.0,<50K,1,0,12,39,1,9,2,1,34,86,0,0,1,0,0,1,Yes,1,2,1,2,6
4508,73,Elderly/Lansia (60+),Bachelor/Diploma,Single,75127.0,>70K,0,0,92,203,35,305,46,17,227,833,0,0,0,0,0,0,No,1,2,11,5,19
221,70,Elderly/Lansia (60+),Bachelor/Diploma,Married,48726.0,<50K,0,1,90,138,3,38,4,0,59,242,0,0,0,0,0,0,No,3,3,2,4,12
5331,48,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,74985.0,>70K,0,0,8,587,51,898,247,0,86,1869,0,0,0,0,0,0,No,1,3,6,7,17
1911,38,Adult/Dewasa (29-44),Bachelor/Diploma,Together,67430.0,50K-70K,0,0,6,595,97,291,127,133,121,1364,0,0,0,0,0,0,No,1,11,5,12,29
20,60,Elderly/Lansia (60+),Master,Married,46891.0,<50K,0,1,91,43,12,23,29,15,61,183,0,0,0,0,0,0,No,1,2,1,4,8
8786,69,Elderly/Lansia (60+),Master,Married,62058.0,50K-70K,0,1,52,301,7,74,10,0,58,450,0,0,0,0,0,0,No,4,6,1,7,18
10582,46,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,72063.0,>70K,0,1,3,180,32,348,76,32,90,758,0,0,0,0,0,0,No,2,5,2,12,21
1915,74,Elderly/Lansia (60+),PhD,Married,78939.0,>70K,0,0,57,794,115,243,150,0,205,1507,0,0,0,0,0,0,No,1,8,5,6,20
8897,60,Elderly/Lansia (60+),Bachelor/Diploma,Single with Child,42720.0,<50K,1,1,9,392,5,91,28,26,112,654,0,0,0,0,0,1,Yes,8,7,3,7,25
2371,53,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,33622.0,<50K,1,1,22,39,1,22,3,4,12,81,0,0,0,0,0,0,No,3,2,0,4,9
4303,68,Elderly/Lansia (60+),PhD,Together,6835.0,<50K,0,1,76,107,2,12,2,2,12,137,0,0,0,0,0,0,No,0,0,0,1,1
6825,72,Elderly/Lansia (60+),Bachelor/Diploma,Together,41452.0,<50K,1,1,86,13,0,3,0,0,0,16,0,0,0,0,0,0,No,1,1,0,2,4
1072,60,Elderly/Lansia (60+),PhD,Single with Child,40760.0,<50K,0,1,64,70,0,17,0,0,6,93,0,0,0,0,0,0,No,2,2,1,3,8
4964,67,Elderly/Lansia (60+),PhD,Together,74250.0,>70K,0,0,90,680,11,392,75,0,0,1158,0,0,0,0,0,0,No,1,2,11,4,18
2461,70,Elderly/Lansia (60+),Master,Single with Child,51124.0,50K-70K,1,1,79,26,1,11,0,1,4,43,0,0,0,0,0,0,No,2,1,0,3,6
10736,54,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,72258.0,>70K,0,1,28,522,0,522,227,120,134,1525,0,0,0,0,0,0,No,2,6,9,5,22
3194,51,Middle-age/Paruh baya (45-59),PhD,Single,71466.0,>70K,0,0,86,412,12,546,78,182,0,1230,0,0,0,0,0,0,No,1,4,4,10,19
10839,49,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,36283.0,<50K,1,1,42,6,5,5,8,0,5,29,0,0,0,0,0,0,No,2,1,0,3,6
49,55,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Single with Child,20587.0,<50K,1,0,39,2,3,6,4,1,9,25,0,0,0,0,0,0,No,1,1,1,2,5
4290,53,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Married,30467.0,<50K,1,0,8,1,3,8,2,5,5,24,0,0,0,0,0,0,No,1,1,0,2,4
10219,53,Middle-age/Paruh baya (45-59),Bachelor/Diploma,Together,31590.0,<50K,1,0,40,6,2,15,6,6,3,38,0,0,0,0,0,0,No,1,1,0,3,5
